mode,question_id,rank,evidence_id,evidence_type,source,matched_fact_ids,text
bm25,Q13,3,chunk:GSE111619_family.soft:22:259d8e7436e6,document_chunk,GSE111619_family.soft,"[""Q13:F01""]","CO2 !Sample_molecule_ch1 = polyA RNA !Sample_extract_protocol_ch1 = RNA was extracted using a PureLink RNA Mini kit , according to manufacturer's instructions. Total RNA quality was assessed using Bioanalyzer RNA Pico chips (Agilent) and all samples had RIN >9. !Sample_extract_protocol_ch1 = Libraries for Illumina sequencing were prepared using a TruSeq Stranded mRNA Library Prep Kit (Illumina), according to the manufacturer’s instructions. !Sample_description = total RNA from doxycycline-treate"
bm25,Q13,4,chunk:GSE111619_family.soft:14:d6620b8954f7,document_chunk,GSE111619_family.soft,"[""Q13:F01""]",": 37°C, 5% CO2, 6 days !Sample_treatment_protocol_ch1 = 6 days 1 µg/mL doxycycline !Sample_growth_protocol_ch1 = All cell lines were plated 24 hours prior to treatment and incubated at 37°C in a humidified atmosphere with 5% CO2 !Sample_molecule_ch1 = polyA RNA !Sample_extract_protocol_ch1 = RNA was extracted using a PureLink RNA Mini kit , according to manufacturer's instructions. Total RNA quality was assessed using Bioanalyzer RNA Pico chips (Agilent) and all samples had RIN >9. !Sample_extra"
bm25,Q13,5,chunk:GSE111619_family.soft:6:762f7f70cff7,document_chunk,GSE111619_family.soft,"[""Q13:F01""]","ell type: lung squamous cell carcinoma !Sample_characteristics_ch1 = inducible shrna construct: Control !Sample_characteristics_ch1 = treatment: 1 µg/mL doxycycline !Sample_characteristics_ch1 = culture condition: 37°C, 5% CO2, 6 days !Sample_treatment_protocol_ch1 = 6 days 1 µg/mL doxycycline !Sample_growth_protocol_ch1 = All cell lines were plated 24 hours prior to treatment and incubated at 37°C in a humidified atmosphere with 5% CO2 !Sample_molecule_ch1 = polyA RNA !Sample_extract_protocol_c"
bm25,Q13,6,chunk:GSE111619_family.soft:29:a3b5fcce1e2e,document_chunk,GSE111619_family.soft,"[""Q13:F01""]","uct: p63 !Sample_characteristics_ch1 = treatment: 1 µg/mL doxycycline !Sample_characteristics_ch1 = culture condition: 37°C, 5% CO2, 6 days !Sample_treatment_protocol_ch1 = 6 days 1 µg/mL doxycycline !Sample_growth_protocol_ch1 = All cell lines were plated 24 hours prior to treatment and incubated at 37°C in a humidified atmosphere with 5% CO2 !Sample_molecule_ch1 = polyA RNA !Sample_extract_protocol_ch1 = RNA was extracted using a PureLink RNA Mini kit , according to manufacturer's instructions"
bm25,Q13,7,chunk:GSE111619_family.soft:7:e44acfaf8b21,document_chunk,GSE111619_family.soft,"[""Q13:F01""]","'s instructions. Total RNA quality was assessed using Bioanalyzer RNA Pico chips (Agilent) and all samples had RIN >9. !Sample_extract_protocol_ch1 = Libraries for Illumina sequencing were prepared using a TruSeq Stranded mRNA Library Prep Kit (Illumina), according to the manufacturer’s instructions. !Sample_description = total RNA from doxycycline-treated H226 shControl cells !Sample_description = shControl_rep1 !Sample_description = NonTargeting_rep1 !Sample_data_processing = Signal processing"
bm25,Q13,8,chunk:GSE111619_family.soft:30:1c156c11568c,document_chunk,GSE111619_family.soft,"[""Q13:F01""]","all samples had RIN >9. !Sample_extract_protocol_ch1 = Libraries for Illumina sequencing were prepared using a TruSeq Stranded mRNA Library Prep Kit (Illumina), according to the manufacturer’s instructions. !Sample_description = total RNA from doxycycline-treated H226 shp63 cells !Sample_description = shp63_rep2 !Sample_description = p63KD_rep2 !Sample_data_processing = Signal processing, base-calling, and quality scoring was carried out automatically by the HiSeq 2500 Real-Time Analysis (RTA) s"
bm25,Q13,9,chunk:GSE111619_series_matrix.txt:7:932452b38466,document_chunk,GSE111619_series_matrix.txt,[],"ycline""	""6 days 1 µg/mL doxycycline""	""6 days 1 µg/mL doxycycline""	""6 days 1 µg/mL doxycycline"" !Sample_growth_protocol_ch1	""All cell lines were plated 24 hours prior to treatment and incubated at 37°C in a humidified atmosphere with 5% CO2""	""All cell lines were plated 24 hours prior to treatment and incubated at 37°C in a humidified atmosphere with 5% CO2""	""All cell lines were plated 24 hours prior to treatment and incubated at 37°C in a humidified atmosphere with 5% CO2""	""All cell lines were pl"
bm25,Q13,10,chunk:GSE111619_series_matrix.txt:10:0ee040999f6c,document_chunk,GSE111619_series_matrix.txt,[],"brary Prep Kit (Illumina), according to the manufacturer’s instructions.""	""Libraries for Illumina sequencing were prepared using a TruSeq Stranded mRNA Library Prep Kit (Illumina), according to the manufacturer’s instructions.""	""Libraries for Illumina sequencing were prepared using a TruSeq Stranded mRNA Library Prep Kit (Illumina), according to the manufacturer’s instructions."" !Sample_taxid_ch1	""9606""	""9606""	""9606""	""9606"" !Sample_description	""total RNA from doxycycline-treated H226 shControl c"
bm25,Q13,11,chunk:gse111619_samples.csv:1:30b170a15a22,document_chunk,gse111619_samples.csv,[],"replicate 2"",control,2,H226,lung squamous cell carcinoma,Control,1 µg/mL doxycycline,""37°C, 5% CO2, 6 days"",polyA RNA,Illumina HiSeq 2500,RNA-Seq,https://www.ncbi.nlm.nih.gov/biosample/SAMN08667774,SRX3777457,52016366,17953,7416 GSM3035187,p63KD_rep1,""H226 shp63, 6 days doxycycline, replicate 1"",p63_knockdown,1,H226,lung squamous cell carcinoma,p63,1 µg/mL doxycycline,""37°C, 5% CO2, 6 days"",polyA RNA,Illumina HiSeq 2500,RNA-Seq,https://www.ncbi.nlm.nih.gov/biosample/SAMN08667770,SRX3777458,53416"
bm25,Q13,12,chunk:GSE111619_series_matrix.txt:26:683a178072a1,document_chunk,GSE111619_series_matrix.txt,[],"ample_instrument_model	""Illumina HiSeq 2500""	""Illumina HiSeq 2500""	""Illumina HiSeq 2500""	""Illumina HiSeq 2500"" !Sample_library_selection	""cDNA""	""cDNA""	""cDNA""	""cDNA"" !Sample_library_source	""transcriptomic""	""transcriptomic""	""transcriptomic""	""transcriptomic"" !Sample_library_strategy	""RNA-Seq""	""RNA-Seq""	""RNA-Seq""	""RNA-Seq"" !Sample_relation	""BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08667775""	""BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08667774""	""BioSample: https://www.ncbi.nlm"
bm25,Q13,13,chunk:gse111619_samples.csv:2:cbce0fc285fd,document_chunk,gse111619_samples.csv,[],"2"",p63_knockdown,2,H226,lung squamous cell carcinoma,p63,1 µg/mL doxycycline,""37°C, 5% CO2, 6 days"",polyA RNA,Illumina HiSeq 2500,RNA-Seq,https://www.ncbi.nlm.nih.gov/biosample/SAMN08667769,SRX3777459,51926832,18092,7277"
bm25,Q13,14,chunk:GSE111619_series_matrix.txt:0:bc80d80b6fb6,document_chunk,GSE111619_series_matrix.txt,[],"!Series_title	""Poly(A)+ RNA-seq from H226 cells expressing doxycycline-inducible Control (non-targeting) and p63-targeting shRNAs"" !Series_geo_accession	""GSE111619"" !Series_status	""Public on Aug 27 2018"" !Series_submission_date	""Mar 09 2018"" !Series_last_update_date	""Mar 27 2019"" !Series_pubmed_id	""30232004"" !Series_summary	""To determine the impact of ΔNp63α knockdown on steady-state mRNA levels, we performed poly(A)-enriched RNA-seq analysis of lung squamous cell carcinoma line H226 (inducible "
bm25,Q13,15,chunk:gse111619_samples.csv:0:a333971634bd,document_chunk,gse111619_samples.csv,[],"geo_accession,count_column,title,condition,replicate,cell_line,cell_type,shrna_construct,treatment,culture_condition,molecule,instrument,library_strategy,biosample,sra,total_gene_count,detected_gene_rows,zero_gene_rows GSM3035185,NonTargeting_rep1,""H226 shControl, 6 days doxycycline, replicate 1"",control,1,H226,lung squamous cell carcinoma,Control,1 µg/mL doxycycline,""37°C, 5% CO2, 6 days"",polyA RNA,Illumina HiSeq 2500,RNA-Seq,https://www.ncbi.nlm.nih.gov/biosample/SAMN08667775,SRX3777456,539247"
bm25,Q13,16,chunk:GSE111619_family.soft:21:341003aa6ae0,document_chunk,GSE111619_family.soft,[],"xycycline !Sample_organism_ch1 = Homo sapiens !Sample_taxid_ch1 = 9606 !Sample_characteristics_ch1 = cell line: H226 !Sample_characteristics_ch1 = cell type: lung squamous cell carcinoma !Sample_characteristics_ch1 = inducible shrna construct: p63 !Sample_characteristics_ch1 = treatment: 1 µg/mL doxycycline !Sample_characteristics_ch1 = culture condition: 37°C, 5% CO2, 6 days !Sample_treatment_protocol_ch1 = 6 days 1 µg/mL doxycycline !Sample_growth_protocol_ch1 = All cell lines were plated 24 h"
bm25,Q13,17,chunk:GSE111619_family.soft:1:7117dcfa4f31,document_chunk,GSE111619_family.soft,[],"ckdown on steady-state mRNA levels, we performed poly(A)-enriched RNA-seq analysis of lung squamous cell carcinoma line H226 (inducible shControl and shp63) in the presence of 1µg/mL doxycycline to induce shRNA expression. !Series_overall_design = Poly(A)+ RNA for two independent biological replicates was purified  from H226 cells (inducible shControl and shp63) incubated treated for six days with 1 µg/mL doxycycline. a TruSeq Stranded mRNA Library Prep Kit (Illumina). Libraries were sequenced o"
bm25,Q13,18,chunk:GSE111619_family.soft:0:80d433564abe,document_chunk,GSE111619_family.soft,[],^DATABASE = GeoMiame !Database_name = Gene Expression Omnibus (GEO) !Database_institute = NCBI NLM NIH !Database_web_link = http://www.ncbi.nlm.nih.gov/geo !Database_email = geo@ncbi.nlm.nih.gov ^SERIES = GSE111619 !Series_title = Poly(A)+ RNA-seq from H226 cells expressing doxycycline-inducible Control (non-targeting) and p63-targeting shRNAs !Series_geo_accession = GSE111619 !Series_status = Public on Aug 27 2018 !Series_submission_date = Mar 09 2018 !Series_last_update_date = Mar 27 2019 !Ser
bm25,Q13,19,chunk:GSE111619_family.soft:35:a3b6b9cab079,document_chunk,GSE111619_family.soft,[],cDNA !Sample_library_source = transcriptomic !Sample_library_strategy = RNA-Seq !Sample_relation = BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08667769 !Sample_relation = SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3777459 !Sample_supplementary_file_1 = NONE !Sample_series_id = GSE111619 !Sample_series_id = GSE111635 !Sample_data_row_count = 0
bm25,Q13,20,chunk:GSE111619_series_matrix.txt:1:437999cf07da,document_chunk,GSE111619_series_matrix.txt,[],"ssion."" !Series_overall_design	""Poly(A)+ RNA for two independent biological replicates was purified  from H226 cells (inducible shControl and shp63) incubated treated for six days with 1 µg/mL doxycycline. a TruSeq Stranded mRNA Library Prep Kit (Illumina). Libraries were sequenced on an Illumina HiSeq 2000 system at the University of Colorado Cancer Center Genomics and Microarray Core facility. Reads were aligned (TopHat2) to the Human reference genome (GRCh37/hg19) and gene-level counts (HTseq"
vector,Q13,1,chunk:GSE111619_family.soft:15:044bb04e836b,document_chunk,GSE111619_family.soft,[],"Stranded mRNA Library Prep Kit (Illumina), according to the manufacturer’s instructions. !Sample_description = total RNA from doxycycline-treated H226 shControl cells !Sample_description = shControl_rep2 !Sample_description = NonTargeting_rep2 !Sample_data_processing = Signal processing, base-calling, and quality scoring was carried out automatically by the HiSeq 2500 Real-Time Analysis (RTA) software (Illumina) !Sample_data_processing = Demultiplexing and conversion to FASTQ format was carried "
vector,Q13,2,chunk:GSE111619_family.soft:7:e44acfaf8b21,document_chunk,GSE111619_family.soft,"[""Q13:F01""]","'s instructions. Total RNA quality was assessed using Bioanalyzer RNA Pico chips (Agilent) and all samples had RIN >9. !Sample_extract_protocol_ch1 = Libraries for Illumina sequencing were prepared using a TruSeq Stranded mRNA Library Prep Kit (Illumina), according to the manufacturer’s instructions. !Sample_description = total RNA from doxycycline-treated H226 shControl cells !Sample_description = shControl_rep1 !Sample_description = NonTargeting_rep1 !Sample_data_processing = Signal processing"
vector,Q13,3,chunk:GSE111619_family.soft:8:6e1741a6dd43,document_chunk,GSE111619_family.soft,[],"500 Real-Time Analysis (RTA) software (Illumina) !Sample_data_processing = Demultiplexing and conversion to FASTQ format was carried out using bcl2fastq (v1.8.4, Illumina) !Sample_data_processing = FASTQC (v0.11.2) was used to assess sequence data quality !Sample_data_processing = Low quality bases (Q <10) were trimmed from the 3' end of reads and short reads (<30 nt after trimming) and adaptor sequences were removed using the fastqc-mcf tool from ea-utils !Sample_data_processing = FastQ Screen "
vector,Q13,4,chunk:GSE111619_family.soft:23:f32d98e8f942,document_chunk,GSE111619_family.soft,[],"_rep1 !Sample_data_processing = Signal processing, base-calling, and quality scoring was carried out automatically by the HiSeq 2500 Real-Time Analysis (RTA) software (Illumina) !Sample_data_processing = Demultiplexing and conversion to FASTQ format was carried out using bcl2fastq (v1.8.4, Illumina) !Sample_data_processing = FASTQC (v0.11.2) was used to assess sequence data quality !Sample_data_processing = Low quality bases (Q <10) were trimmed from the 3' end of reads and short reads (<30 nt a"
vector,Q13,5,chunk:GSE111619_series_matrix.txt:8:a580f6b5c68c,document_chunk,GSE111619_series_matrix.txt,"[""Q13:F01""]","e with 5% CO2"" !Sample_molecule_ch1	""polyA RNA""	""polyA RNA""	""polyA RNA""	""polyA RNA"" !Sample_extract_protocol_ch1	""RNA was extracted using a PureLink RNA Mini kit , according to manufacturer's instructions. Total RNA quality was assessed using Bioanalyzer RNA Pico chips (Agilent) and all samples had RIN >9.""	""RNA was extracted using a PureLink RNA Mini kit , according to manufacturer's instructions. Total RNA quality was assessed using Bioanalyzer RNA Pico chips (Agilent) and all samples had RIN "
vector,Q13,6,chunk:GSE111619_family.soft:16:92416e09eb68,document_chunk,GSE111619_family.soft,[],"2) was used to assess sequence data quality !Sample_data_processing = Low quality bases (Q <10) were trimmed from the 3' end of reads and short reads (<30 nt after trimming) and adaptor sequences were removed using the fastqc-mcf tool from ea-utils !Sample_data_processing = FastQ Screen (v0.11.0) was used to check for common sequencing contaminants !Sample_data_processing = Alignment to the Human reference genome (GRCh37/hg19) was carried out using TopHat2 (v2.0.13, --b2-sensitive --keep-fasta-o"
vector,Q13,7,chunk:GSE111619_family.soft:31:2fa3221bbe08,document_chunk,GSE111619_family.soft,[],"STQ format was carried out using bcl2fastq (v1.8.4, Illumina) !Sample_data_processing = FASTQC (v0.11.2) was used to assess sequence data quality !Sample_data_processing = Low quality bases (Q <10) were trimmed from the 3' end of reads and short reads (<30 nt after trimming) and adaptor sequences were removed using the fastqc-mcf tool from ea-utils !Sample_data_processing = FastQ Screen (v0.11.0) was used to check for common sequencing contaminants !Sample_data_processing = Alignment to the Huma"
vector,Q13,8,chunk:GSE111619_series_matrix.txt:18:c9c0ed309e72,document_chunk,GSE111619_series_matrix.txt,[],"equencing_software/igenome.html)"" !Sample_data_processing	""Aligned reads were then filtered to remove low quality mapped reads (MAPQ < 10) using SAMtools (v0.1.19)""	""Aligned reads were then filtered to remove low quality mapped reads (MAPQ < 10) using SAMtools (v0.1.19)""	""Aligned reads were then filtered to remove low quality mapped reads (MAPQ < 10) using SAMtools (v0.1.19)""	""Aligned reads were then filtered to remove low quality mapped reads (MAPQ < 10) using SAMtools (v0.1.19)"" !Sample_data_p"
vector,Q13,9,chunk:GSE111619_series_matrix.txt:9:b24378127079,document_chunk,GSE111619_series_matrix.txt,"[""Q13:F01""]","r's instructions. Total RNA quality was assessed using Bioanalyzer RNA Pico chips (Agilent) and all samples had RIN >9.""	""RNA was extracted using a PureLink RNA Mini kit , according to manufacturer's instructions. Total RNA quality was assessed using Bioanalyzer RNA Pico chips (Agilent) and all samples had RIN >9."" !Sample_extract_protocol_ch1	""Libraries for Illumina sequencing were prepared using a TruSeq Stranded mRNA Library Prep Kit (Illumina), according to the manufacturer’s instructions.""	"
vector,Q13,10,chunk:GSE111619_series_matrix.txt:13:eff772aa9f9d,document_chunk,GSE111619_series_matrix.txt,[],"sing bcl2fastq (v1.8.4, Illumina)""	""Demultiplexing and conversion to FASTQ format was carried out using bcl2fastq (v1.8.4, Illumina)"" !Sample_data_processing	""FASTQC (v0.11.2) was used to assess sequence data quality""	""FASTQC (v0.11.2) was used to assess sequence data quality""	""FASTQC (v0.11.2) was used to assess sequence data quality""	""FASTQC (v0.11.2) was used to assess sequence data quality"" !Sample_data_processing	""Low quality bases (Q <10) were trimmed from the 3' end of reads and short rea"
vector,Q13,11,chunk:GSE111619_family.soft:25:6c94819d4f06,document_chunk,GSE111619_family.soft,[],reads (MAPQ < 10) using SAMtools (v0.1.19) !Sample_data_processing = Reads were coordinate sorted and duplicates were marked using Picard (v1.129) !Sample_data_processing = Quality assessment of final mapped reads was performed using RSeQC (v2.6) !Sample_data_processing = Raw gene-level count data was generated using HTSeq (v0.6.1) with the following options (--stranded=reverse –minaqual=10 –type=exon –idattr=gene --mode=intersection-nonempty) using the GTF provided in the UCSC hg19-based igenom
vector,Q13,12,chunk:GSE111619_series_matrix.txt:14:4e5fd4f728be,document_chunk,GSE111619_series_matrix.txt,[],"cf tool from ea-utils""	""Low quality bases (Q <10) were trimmed from the 3' end of reads and short reads (<30 nt after trimming) and adaptor sequences were removed using the fastqc-mcf tool from ea-utils""	""Low quality bases (Q <10) were trimmed from the 3' end of reads and short reads (<30 nt after trimming) and adaptor sequences were removed using the fastqc-mcf tool from ea-utils""	""Low quality bases (Q <10) were trimmed from the 3' end of reads and short reads (<30 nt after trimming) and adapto"
vector,Q13,13,chunk:GSE111619_series_matrix.txt:26:683a178072a1,document_chunk,GSE111619_series_matrix.txt,[],"ample_instrument_model	""Illumina HiSeq 2500""	""Illumina HiSeq 2500""	""Illumina HiSeq 2500""	""Illumina HiSeq 2500"" !Sample_library_selection	""cDNA""	""cDNA""	""cDNA""	""cDNA"" !Sample_library_source	""transcriptomic""	""transcriptomic""	""transcriptomic""	""transcriptomic"" !Sample_library_strategy	""RNA-Seq""	""RNA-Seq""	""RNA-Seq""	""RNA-Seq"" !Sample_relation	""BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08667775""	""BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08667774""	""BioSample: https://www.ncbi.nlm"
vector,Q13,14,chunk:GSE111619_family.soft:32:fa5e23883aa9,document_chunk,GSE111619_family.soft,[],nsitive --keep-fasta-order --no-coverage-search --max-multihits 10 --library-type fr-firststrand) with the UCSC hg19 GTF annotation file provided in the iGenomes UCSC hg19 bundle (https://support.illumina.com/sequencing/sequencing_software/igenome.html) !Sample_data_processing = Aligned reads were then filtered to remove low quality mapped reads (MAPQ < 10) using SAMtools (v0.1.19) !Sample_data_processing = Reads were coordinate sorted and duplicates were marked using Picard (v1.129) !Sample_dat
vector,Q13,15,chunk:GSE111619_family.soft:30:1c156c11568c,document_chunk,GSE111619_family.soft,"[""Q13:F01""]","all samples had RIN >9. !Sample_extract_protocol_ch1 = Libraries for Illumina sequencing were prepared using a TruSeq Stranded mRNA Library Prep Kit (Illumina), according to the manufacturer’s instructions. !Sample_description = total RNA from doxycycline-treated H226 shp63 cells !Sample_description = shp63_rep2 !Sample_description = p63KD_rep2 !Sample_data_processing = Signal processing, base-calling, and quality scoring was carried out automatically by the HiSeq 2500 Real-Time Analysis (RTA) s"
vector,Q13,16,chunk:GSE111619_family.soft:22:259d8e7436e6,document_chunk,GSE111619_family.soft,"[""Q13:F01""]","CO2 !Sample_molecule_ch1 = polyA RNA !Sample_extract_protocol_ch1 = RNA was extracted using a PureLink RNA Mini kit , according to manufacturer's instructions. Total RNA quality was assessed using Bioanalyzer RNA Pico chips (Agilent) and all samples had RIN >9. !Sample_extract_protocol_ch1 = Libraries for Illumina sequencing were prepared using a TruSeq Stranded mRNA Library Prep Kit (Illumina), according to the manufacturer’s instructions. !Sample_description = total RNA from doxycycline-treate"
vector,Q13,17,chunk:GSE111619_family.soft:33:887d9b8483f9,document_chunk,GSE111619_family.soft,[],C (v2.6) !Sample_data_processing = Raw gene-level count data was generated using HTSeq (v0.6.1) with the following options (--stranded=reverse –minaqual=10 –type=exon –idattr=gene --mode=intersection-nonempty) using the GTF provided in the UCSC hg19-based igenomes bundle (https://support.illumina.com/sequencing/sequencing_software/igenome.html) !Sample_data_processing = Genome_build: GRCh37/hg19; Bowtie2 index and GTF from iGenomes UCSC hg19 bundle (https://support.illumina.com/sequencing/sequen
vector,Q13,18,chunk:GSE111619_family.soft:10:af45eaa5686d,document_chunk,GSE111619_family.soft,[],ng Picard (v1.129) !Sample_data_processing = Quality assessment of final mapped reads was performed using RSeQC (v2.6) !Sample_data_processing = Raw gene-level count data was generated using HTSeq (v0.6.1) with the following options (--stranded=reverse –minaqual=10 –type=exon –idattr=gene --mode=intersection-nonempty) using the GTF provided in the UCSC hg19-based igenomes bundle (https://support.illumina.com/sequencing/sequencing_software/igenome.html) !Sample_data_processing = Genome_build: GRC
vector,Q13,19,chunk:GSE111619_family.soft:26:daada7b1edf2,document_chunk,GSE111619_family.soft,[],"html) !Sample_data_processing = Genome_build: GRCh37/hg19; Bowtie2 index and GTF from iGenomes UCSC hg19 bundle (https://support.illumina.com/sequencing/sequencing_software/igenome.html) !Sample_data_processing = Supplementary_files_format_and_content: Tab delimited text files containing raw gene-level counts for each sample !Sample_platform_id = GPL16791 !Sample_contact_name = Matthew,D,Galbraith !Sample_contact_department = Department of Pharmacology; Linda Crnic Institute for Down Syndrome !S"
vector,Q13,20,chunk:GSE111619_series_matrix.txt:19:903126e9a116,document_chunk,GSE111619_series_matrix.txt,[],"(v1.129)""	""Reads were coordinate sorted and duplicates were marked using Picard (v1.129)""	""Reads were coordinate sorted and duplicates were marked using Picard (v1.129)""	""Reads were coordinate sorted and duplicates were marked using Picard (v1.129)"" !Sample_data_processing	""Quality assessment of final mapped reads was performed using RSeQC (v2.6)""	""Quality assessment of final mapped reads was performed using RSeQC (v2.6)""	""Quality assessment of final mapped reads was performed using RSeQC (v2.6)"
hybrid_rag,Q13,1,chunk:GSE111619_series_matrix.txt:8:a580f6b5c68c,document_chunk,GSE111619_series_matrix.txt,"[""Q13:F01""]","e with 5% CO2"" !Sample_molecule_ch1	""polyA RNA""	""polyA RNA""	""polyA RNA""	""polyA RNA"" !Sample_extract_protocol_ch1	""RNA was extracted using a PureLink RNA Mini kit , according to manufacturer's instructions. Total RNA quality was assessed using Bioanalyzer RNA Pico chips (Agilent) and all samples had RIN >9.""	""RNA was extracted using a PureLink RNA Mini kit , according to manufacturer's instructions. Total RNA quality was assessed using Bioanalyzer RNA Pico chips (Agilent) and all samples had RIN "
hybrid_rag,Q13,2,chunk:GSE111619_family.soft:7:e44acfaf8b21,document_chunk,GSE111619_family.soft,"[""Q13:F01""]","'s instructions. Total RNA quality was assessed using Bioanalyzer RNA Pico chips (Agilent) and all samples had RIN >9. !Sample_extract_protocol_ch1 = Libraries for Illumina sequencing were prepared using a TruSeq Stranded mRNA Library Prep Kit (Illumina), according to the manufacturer’s instructions. !Sample_description = total RNA from doxycycline-treated H226 shControl cells !Sample_description = shControl_rep1 !Sample_description = NonTargeting_rep1 !Sample_data_processing = Signal processing"
hybrid_rag,Q13,3,chunk:GSE111619_series_matrix.txt:9:b24378127079,document_chunk,GSE111619_series_matrix.txt,"[""Q13:F01""]","r's instructions. Total RNA quality was assessed using Bioanalyzer RNA Pico chips (Agilent) and all samples had RIN >9.""	""RNA was extracted using a PureLink RNA Mini kit , according to manufacturer's instructions. Total RNA quality was assessed using Bioanalyzer RNA Pico chips (Agilent) and all samples had RIN >9."" !Sample_extract_protocol_ch1	""Libraries for Illumina sequencing were prepared using a TruSeq Stranded mRNA Library Prep Kit (Illumina), according to the manufacturer’s instructions.""	"
hybrid_rag,Q13,4,chunk:GSE111619_family.soft:22:259d8e7436e6,document_chunk,GSE111619_family.soft,"[""Q13:F01""]","CO2 !Sample_molecule_ch1 = polyA RNA !Sample_extract_protocol_ch1 = RNA was extracted using a PureLink RNA Mini kit , according to manufacturer's instructions. Total RNA quality was assessed using Bioanalyzer RNA Pico chips (Agilent) and all samples had RIN >9. !Sample_extract_protocol_ch1 = Libraries for Illumina sequencing were prepared using a TruSeq Stranded mRNA Library Prep Kit (Illumina), according to the manufacturer’s instructions. !Sample_description = total RNA from doxycycline-treate"
hybrid_rag,Q13,5,chunk:GSE111619_family.soft:15:044bb04e836b,document_chunk,GSE111619_family.soft,[],"Stranded mRNA Library Prep Kit (Illumina), according to the manufacturer’s instructions. !Sample_description = total RNA from doxycycline-treated H226 shControl cells !Sample_description = shControl_rep2 !Sample_description = NonTargeting_rep2 !Sample_data_processing = Signal processing, base-calling, and quality scoring was carried out automatically by the HiSeq 2500 Real-Time Analysis (RTA) software (Illumina) !Sample_data_processing = Demultiplexing and conversion to FASTQ format was carried "
hybrid_rag,Q13,6,chunk:GSE111619_family.soft:30:1c156c11568c,document_chunk,GSE111619_family.soft,"[""Q13:F01""]","all samples had RIN >9. !Sample_extract_protocol_ch1 = Libraries for Illumina sequencing were prepared using a TruSeq Stranded mRNA Library Prep Kit (Illumina), according to the manufacturer’s instructions. !Sample_description = total RNA from doxycycline-treated H226 shp63 cells !Sample_description = shp63_rep2 !Sample_description = p63KD_rep2 !Sample_data_processing = Signal processing, base-calling, and quality scoring was carried out automatically by the HiSeq 2500 Real-Time Analysis (RTA) s"
hybrid_rag,Q13,7,chunk:GSE111619_series_matrix.txt:26:683a178072a1,document_chunk,GSE111619_series_matrix.txt,[],"ample_instrument_model	""Illumina HiSeq 2500""	""Illumina HiSeq 2500""	""Illumina HiSeq 2500""	""Illumina HiSeq 2500"" !Sample_library_selection	""cDNA""	""cDNA""	""cDNA""	""cDNA"" !Sample_library_source	""transcriptomic""	""transcriptomic""	""transcriptomic""	""transcriptomic"" !Sample_library_strategy	""RNA-Seq""	""RNA-Seq""	""RNA-Seq""	""RNA-Seq"" !Sample_relation	""BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08667775""	""BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08667774""	""BioSample: https://www.ncbi.nlm"
hybrid_rag,Q13,8,chunk:GSE111619_family.soft:19:babb5501a21a,document_chunk,GSE111619_family.soft,[],"rm_id = GPL16791 !Sample_contact_name = Matthew,D,Galbraith !Sample_contact_department = Department of Pharmacology; Linda Crnic Institute for Down Syndrome !Sample_contact_institute = University of Colorado Anschutz Medical Campus !Sample_contact_address = 12800 E. 19th Ave. !Sample_contact_city = Aurora !Sample_contact_state = CO !Sample_contact_zip/postal_code = 80045 !Sample_contact_country = USA !Sample_instrument_model = Illumina HiSeq 2500 !Sample_library_selection = cDNA !Sample_library_"
hybrid_rag,Q13,9,chunk:GSE111619_family.soft:12:70d15f8f2b25,document_chunk,GSE111619_family.soft,[],80045 !Sample_contact_country = USA !Sample_instrument_model = Illumina HiSeq 2500 !Sample_library_selection = cDNA !Sample_library_source = transcriptomic !Sample_library_strategy = RNA-Seq !Sample_relation = BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08667775 !Sample_relation = SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3777456 !Sample_supplementary_file_1 = NONE !Sample_series_id = GSE111619 !Sample_series_id = GSE111635 !Sample_data_row_count = 0 ^SAMPLE = GSM3035186 !Sample_ti
hybrid_rag,Q13,10,chunk:GSE111619_family.soft:8:6e1741a6dd43,document_chunk,GSE111619_family.soft,[],"500 Real-Time Analysis (RTA) software (Illumina) !Sample_data_processing = Demultiplexing and conversion to FASTQ format was carried out using bcl2fastq (v1.8.4, Illumina) !Sample_data_processing = FASTQC (v0.11.2) was used to assess sequence data quality !Sample_data_processing = Low quality bases (Q <10) were trimmed from the 3' end of reads and short reads (<30 nt after trimming) and adaptor sequences were removed using the fastqc-mcf tool from ea-utils !Sample_data_processing = FastQ Screen "
