GeneID	NonTargeting_rep1	NonTargeting_rep2	p63KD_rep1	p63KD_rep2
AP2B1	22603	20877	16719	16303
AP2M1	19998	19323	22631	22226
AP2S1	4175	4322	3747	3760
AP3B1	6104	5866	5485	5590
AP3B2	142	123	80	64
AP3D1	8978	8694	10015	9489
AP3M1	4326	4072	3996	3785
AP3M2	479	499	395	309
AP3S1	2322	2285	1716	1805
AP3S2	467	415	431	433
AP4B1	1018	940	994	997
AP4B1-AS1	0	0	1	0
AP4E1	2208	2007	1622	1665
AP4M1	522	496	568	527
AP4S1	364	377	357	357
AP5B1	2755	2731	2664	2518
AP5M1	5017	4674	6428	6251
AP5S1	426	413	428	448
AP5Z1	1888	2009	2617	2351
APAF1	2012	1904	1518	1473
APBA1	125	87	23	19
APBA2	1	0	1	0
APBA3	687	677	587	555
APBB1	14	14	31	29
APBB1IP	1	3	3	2
APBB2	2178	2194	1754	1570
APBB3	846	862	1370	1148
APC	3258	3000	2481	2370
APC2	47	45	69	84
APCDD1	768	746	745	672
APCDD1L	50	45	3	5
APCDD1L-AS1	1	2	0	1
APCS	0	0	0	0
APEH	8444	8126	8902	8731
APELA	0	0	1	0
APEX1	8834	8399	7027	6692
APEX2	1723	1733	1674	1700
APH1A	10161	9839	9032	8591
APH1B	664	698	1713	1585
API5	14813	14245	11690	11902
APIP	1687	1612	1173	1257
APITD1	144	150	82	92
APITD1-CORT	10	8	6	4
APLF	307	330	283	249
APLN	8	16	4	2
APLNR	3	0	4	2
APLP1	134	135	114	103
APLP2	67185	65742	96984	91458
APMAP	3125	3093	3458	3243
APOA1	3	3	3	0
APOA1BP	5673	5288	7339	7228
APOA2	0	2	5	1
APOA4	0	0	0	0
APOA5	0	0	0	0
APOB	3	1	0	2
APOBEC1	0	0	0	0
APOBEC2	0	1	2	2
APOBEC3A	2	5	14	21
APOBEC3A_B	0	0	0	0
APOBEC3B	1139	1052	369	401
APOBEC3B-AS1	0	1	0	0
APOBEC3C	2758	2661	1541	1535
APOBEC3D	15	13	6	10
APOBEC3F	367	355	291	291
APOBEC3G	0	1	5	3
APOBEC3H	105	101	144	129
APOBEC4	0	0	0	0
APOBR	40	37	135	116
APOC1	6	10	1	4
APOC1P1	0	0	0	0
APOC2	0	0	0	0
APOC3	1	3	11	9
APOC4	0	0	0	0
APOC4-APOC2	0	0	0	0
APOD	147	131	49	56
APOE	274	299	844	821
APOF	0	0	0	0
APOH	0	0	0	0
APOL1	2650	2522	6029	5852
APOL2	2901	2885	4763	4529
APOL3	548	564	745	714
APOL4	1	2	3	3
APOL5	0	0	0	0
APOL6	9260	8689	10518	10062
APOLD1	227	221	217	206
APOM	111	121	71	91
APOO	981	970	2687	2791
APOOL	1811	1719	2018	2053
APOOP5	0	0	0	0
APOPT1	1067	1085	1096	1057
APP	33192	32369	53125	50784
APPBP2	2402	2190	2349	2276
APPL1	3805	3508	2829	2937
APPL2	1621	1560	1681	1619
APRT	5504	5076	4558	4607
APTR	178	183	130	112
APTX	2291	2358	1708	1579
AQP1	12	15	20	12
AQP10	1	0	0	0
AQP11	50	49	49	36
AQP12A	0	0	0	0
AQP12B	0	0	0	0
AQP2	0	0	1	0
AQP3	11339	10614	17076	15980
AQP4	0	0	0	0
AQP4-AS1	0	1	0	0
AQP5	6	3	8	8
AQP6	3	4	8	7
AQP7	17	13	19	26
AQP7P1	2	4	1	2
AQP7P3	0	1	2	1
AQP8	0	0	0	0
AQP9	0	0	1	0
AQPEP	6	10	12	2
AQR	5070	4708	3473	3650
AR	2	1	14	3
ARAF	3455	3452	3805	3505
ARAP1	10194	9640	7555	6939
ARAP2	2700	2566	2261	2255
ARAP3	1708	1558	745	659
ARC	0	0	0	0
ARCN1	17176	16660	19467	19522
AREG	24	21	95	101
AREL1	3939	3854	4393	4104
ARF1	18881	17966	21319	21318
ARF3	14137	13630	14725	14742
ARF4	9827	9175	11712	11901
ARF5	6128	5851	5573	5619
ARF6	9274	8735	7049	6974
ARFGAP1	4270	4291	4999	4665
ARFGAP2	6699	6358	5459	5099
ARFGAP3	3042	2862	5296	5376
ARFGEF1	13238	12571	14348	14034
ARFGEF2	13218	12427	13960	13326
ARFIP1	3028	2945	3409	3444
ARFIP2	2877	2919	3001	2877
ARFRP1	2815	2579	1834	1843
ARG1	0	0	0	0
ARG2	2032	1768	3273	3116
ARGFX	6	4	6	3
ARGFXP2	0	0	1	1
ARGLU1	5400	5649	5565	5186
ARHGAP1	4752	4637	3807	3578
ARHGAP10	1200	1160	1120	1101
ARHGAP11A	9396	9407	2274	2315
ARHGAP11B	244	239	71	64
ARHGAP12	1576	1515	2413	2245
ARHGAP15	0	0	1	3
ARHGAP17	1461	1445	1570	1580
ARHGAP18	1717	1745	1187	1116
ARHGAP19	1052	1066	432	442
ARHGAP19-SLIT1	0	0	0	0
ARHGAP20	0	0	0	0
ARHGAP21	9563	9214	8205	8209
ARHGAP22	816	834	160	141
ARHGAP23	16743	16679	9654	9600
ARHGAP24	63	52	76	84
ARHGAP25	44	42	13	16
ARHGAP26	657	622	791	786
ARHGAP26-AS1	0	0	0	0
ARHGAP27	2257	2276	3500	3117
ARHGAP28	3	3	7	7
ARHGAP29	3022	3210	3939	3935
ARHGAP30	326	358	214	175
ARHGAP31	106	94	84	84
ARHGAP32	3848	3476	4003	3766
ARHGAP33	539	740	277	198
ARHGAP35	12128	11144	8632	8538
ARHGAP36	0	1	0	0
ARHGAP39	780	860	953	877
ARHGAP4	94	95	131	123
ARHGAP40	358	332	613	519
ARHGAP42	1618	1524	1083	1089
ARHGAP44	19	31	26	18
ARHGAP5	12158	11619	9318	9307
ARHGAP5-AS1	157	145	127	132
ARHGAP6	42	28	108	128
ARHGAP8	67	75	50	49
ARHGAP9	7	4	5	2
ARHGDIA	11710	11338	9884	9568
ARHGDIB	7641	7665	6807	6913
ARHGDIG	2	6	6	0
ARHGEF1	2050	1961	1647	1487
ARHGEF10	841	850	629	564
ARHGEF10L	455	480	838	725
ARHGEF11	3473	3226	3876	3759
ARHGEF12	18514	17149	18846	18784
ARHGEF15	3	1	0	1
ARHGEF16	1289	1188	1329	1196
ARHGEF17	10351	10543	14325	13673
ARHGEF18	2802	2682	3090	2943
ARHGEF19	462	457	340	346
ARHGEF2	3110	2994	4208	3770
ARHGEF25	623	619	556	531
ARHGEF26	69	77	70	80
ARHGEF26-AS1	39	21	50	67
ARHGEF28	1040	945	1641	1633
ARHGEF3	1633	1448	1489	1410
ARHGEF3-AS1	0	0	0	0
ARHGEF33	6	0	10	3
ARHGEF34P	394	352	304	293
ARHGEF35	1419	1363	1234	1199
ARHGEF37	869	780	1091	1020
ARHGEF38	517	490	1170	1116
ARHGEF38-IT1	1	0	0	4
ARHGEF39	1677	1778	572	501
ARHGEF4	2548	2450	1762	1633
ARHGEF40	1917	1822	1804	1668
ARHGEF5	1330	1312	1065	1064
ARHGEF6	128	115	352	337
ARHGEF7	4697	4614	4693	4335
ARHGEF7-AS1	0	0	0	0
ARHGEF9	1365	1271	1457	1486
ARHGEF9-IT1	0	0	0	0
ARID1A	3276	3019	2920	3018
ARID1B	1860	1662	1508	1517
ARID2	2656	2631	2236	2261
ARID3A	327	282	228	222
ARID3B	592	619	444	407
ARID3C	2	1	9	2
ARID4A	1275	1249	1035	965
ARID4B	3131	3166	3571	3489
ARID5A	580	569	413	376
ARID5B	4644	4374	3955	3741
ARIH1	8302	7731	8402	8176
ARIH2	5634	5609	4963	4752
ARIH2OS	46	46	56	63
ARL1	4559	4381	5620	5609
ARL10	13	9	6	10
ARL11	826	829	1121	1045
ARL13A	1	1	0	0
ARL13B	554	532	476	452
ARL14	103	106	62	78
ARL14EP	1094	1086	922	988
ARL14EPL	2	3	1	0
ARL15	821	803	648	596
ARL16	1215	1174	1243	1217
ARL17A	295	262	196	158
ARL17B	0	0	0	0
ARL2	1499	1456	1103	1050
ARL2-SNX15	0	0	0	0
ARL2BP	2470	2294	1788	1867
ARL3	1418	1390	1548	1478
ARL4A	846	824	665	652
ARL4C	107	110	440	472
ARL4D	1662	1444	329	300
ARL5A	4140	3835	2936	3010
ARL5B	1373	1281	879	833
ARL5C	0	1	0	0
ARL6	231	244	167	137
ARL6IP1	24549	23501	10338	10103
ARL6IP4	5402	5416	4846	4849
ARL6IP5	10015	9716	12505	12445
ARL6IP6	1129	1096	720	741
ARL8A	1966	1823	2862	2848
ARL8B	5969	5811	5374	5292
ARL9	1	0	0	2
ARMC1	1756	1583	1353	1348
ARMC10	2965	2940	2425	2484
ARMC12	3	4	0	1
ARMC2	124	137	145	121
ARMC2-AS1	0	0	0	0
ARMC3	0	0	0	0
ARMC4	50	59	34	46
ARMC5	700	688	766	660
ARMC6	1454	1369	896	902
ARMC7	562	570	600	545
ARMC8	2352	2339	2071	2122
ARMC9	853	757	906	832
ARMCX1	0	0	1	1
ARMCX2	204	217	321	280
ARMCX3	3501	3489	3791	3725
ARMCX4	28	46	64	58
ARMCX5	793	811	643	723
ARMCX5-GPRASP2	62	44	48	36
ARMCX6	926	863	816	755
ARMS2	0	0	0	0
ARNT	2606	2572	2380	2234
ARNT2	801	760	8302	7915
ARNTL	1335	1234	1046	968
ARNTL2	3806	3630	3170	3157
ARNTL2-AS1	0	1	0	0
ARPC1A	5289	5197	4873	4822
ARPC1B	5543	5314	6789	6460
ARPC2	27002	25955	17185	17207
ARPC3	12920	12014	14361	14605
ARPC4	5320	5141	4567	4396
ARPC4-TTLL3	0	2	0	0
ARPC5	17356	16596	18187	18579
ARPC5L	3451	3464	3351	3355
ARPP19	12436	12368	10998	11396
ARPP21	0	0	0	0
ARR3	0	0	0	0
ARRB1	337	295	1156	1142
ARRB2	1416	1340	1247	1205
ARRDC1	2192	2231	2379	2265
ARRDC2	930	900	859	794
ARRDC3	1311	1203	1135	1080
ARRDC3-AS1	28	26	35	33
ARRDC4	1368	1326	2015	2102
ARRDC5	0	3	4	4
ARSA	1635	1613	2686	2465
ARSB	1342	1310	1824	1714
ARSD	1892	1733	6905	6528
ARSE	0	1	0	3
ARSF	1	1	7	3
ARSG	300	321	347	342
ARSH	12	11	27	17
ARSI	4042	3796	2359	2120
ARSJ	312	315	171	165
ARSK	545	595	525	501
ART1	0	0	0	1
ART3	9	9	1	3
ART4	0	0	0	0
ART5	0	0	2	0
ARTN	810	919	388	331
ARV1	2053	1970	2039	1985
ARVCF	1307	1296	1120	1011
ARX	10	5	7	14
AS3MT	64	63	59	54
ASAH1	5406	5325	16098	15546
ASAH2	59	43	42	44
ASAH2B	45	47	42	51
ASAP1	2527	2534	2007	1855
ASAP1-IT1	0	0	0	0
ASAP1-IT2	1	2	3	0
ASAP2	8001	7994	11183	11137
ASAP3	98	106	111	106
ASB1	3230	3243	4305	4124
ASB10	0	0	0	0
ASB11	0	2	0	0
ASB12	3	4	1	2
ASB13	1061	976	652	659
ASB14	0	4	2	3
ASB15	0	0	2	4
ASB16	1	2	0	2
ASB16-AS1	483	564	515	437
ASB17	0	0	0	0
ASB18	0	0	0	0
ASB2	2	1	0	0
ASB3	155	124	134	147
ASB4	2	3	2	1
ASB5	0	1	2	3
ASB6	1073	1103	1076	988
ASB7	2094	1982	1917	1848
ASB8	1610	1592	1523	1574
ASB9	886	823	474	498
ASB9P1	0	0	0	0
ASCC1	4832	4587	6271	6041
ASCC2	2759	2730	2501	2540
ASCC3	15344	14411	9723	9730
ASCL1	0	0	0	0
ASCL2	6	2	2	0
ASCL3	0	0	0	0
ASCL4	1	2	0	0
ASCL5	2	2	0	0
ASF1A	3345	3142	2553	2610
ASF1B	2602	2501	992	1054
ASGR1	3	6	1	4
ASGR2	0	0	0	1
ASH1L	5458	4863	4115	4080
ASH1L-AS1	113	117	78	80
ASH2L	1928	2038	1605	1561
ASIC1	305	326	212	233
ASIC2	64	47	8	9
ASIC3	166	215	404	319
ASIC4	4	6	7	7
ASIC5	1	0	0	0
ASIP	0	0	1	0
ASL	1281	1332	1168	1154
ASMT	0	0	0	0
ASMTL	0	0	0	0
ASMTL-AS1	0	0	0	0
ASNA1	4029	3765	3439	3209
ASNS	5859	5607	2286	2391
ASNSD1	3722	3566	2664	2615
ASPA	91	106	29	37
ASPDH	0	0	0	0
ASPG	2	6	3	5
ASPH	13232	13004	9058	9011
ASPHD1	434	482	730	631
ASPHD2	225	215	236	229
ASPM	19035	17932	3361	3336
ASPN	2	2	2	1
ASPRV1	8	11	10	7
ASPSCR1	1440	1391	1046	1051
ASRGL1	33	31	26	49
ASS1	12325	11590	9592	9228
ASTE1	376	373	294	270
ASTL	0	0	1	0
ASTN1	0	0	1	0
ASTN2	23	26	48	58
ASUN	2291	2238	1689	1665
ASXL1	8046	7948	5448	5154
ASXL2	3169	2789	2342	2192
ASXL3	0	0	0	0
ASZ1	0	0	1	0
ATAD1	6724	6560	7400	7204
ATAD2	13340	13282	7123	7053
ATAD2B	1902	1879	1340	1309
ATAD3A	832	858	693	692
ATAD3B	511	499	515	411
ATAD3C	187	222	484	366
ATAD5	1127	1181	511	458
ATAT1	328	355	458	355
ATCAY	2	2	2	0
ATE1	1801	1670	1541	1480
ATE1-AS1	17	13	25	20
ATF1	3122	2785	1629	1645
ATF2	3263	3008	2059	1941
ATF3	1808	1844	1828	1947
ATF4	25400	24302	19984	19499
ATF5	1103	1169	1181	1157
ATF6	5506	5318	7282	7149
ATF6B	9472	8831	7924	7595
ATF7	1656	1609	1400	1277
ATF7IP	5465	5082	3554	3424
ATF7IP2	634	570	323	295
ATG10	466	428	439	449
ATG101	1367	1359	1459	1362
ATG12	2054	1905	1826	1888
ATG13	5968	5882	6386	6073
ATG14	999	992	1212	1094
ATG16L1	1356	1388	2084	1957
ATG16L2	408	414	517	429
ATG2A	2806	2688	2941	2984
ATG2B	2731	2463	2312	2209
ATG3	3269	3212	2832	2725
ATG4A	1353	1227	1193	1115
ATG4B	2120	2030	2077	1951
ATG4C	982	892	555	637
ATG4D	1691	1701	2290	2101
ATG5	4141	3922	3773	3707
ATG7	1025	995	989	950
ATG9A	6162	6151	5739	5365
ATG9B	34	26	298	200
ATHL1	2521	2643	2145	1715
ATIC	8192	8255	6389	6405
ATL1	614	641	1091	1067
ATL2	4544	4528	4312	4228
ATL3	7518	7547	8631	8695
ATM	6521	5908	5175	5005
ATMIN	5623	5304	6416	5939
ATN1	7434	7556	8361	7446
ATOH1	0	0	0	0
ATOH7	1	2	0	0
ATOH8	2490	2314	2242	2107
ATOX1	1319	1319	1314	1266
ATP10A	0	0	0	0
ATP10B	30	29	168	148
ATP10D	2671	2557	2790	2756
ATP11A	11759	11714	15431	14710
ATP11A-AS1	1	0	0	0
ATP11AUN	0	0	1	0
ATP11B	4216	3974	4323	4153
ATP11C	1187	1117	1494	1413
ATP12A	2	1	2	2
ATP13A1	4568	4441	6429	6078
ATP13A2	1406	1452	1781	1678
ATP13A3	11543	11124	8786	8637
ATP13A4	34	40	252	241
ATP13A5	6	3	8	12
ATP1A1	42770	40686	49096	46238
ATP1A1-AS1	125	91	79	66
ATP1A2	16	10	17	15
ATP1A3	41	55	96	78
ATP1A4	0	0	1	1
ATP1B1	6913	6539	19549	19284
ATP1B2	4	3	29	18
ATP1B3	14516	14235	17492	16769
ATP1B4	0	0	0	0
ATP2A1	35	55	42	38
ATP2A2	40219	39350	60386	57494
ATP2A3	264	299	2005	2036
ATP2B1	4811	5063	6135	5922
ATP2B2	183	155	102	98
ATP2B3	1	0	0	0
ATP2B4	8151	7577	9655	8718
ATP2C1	6612	6409	7931	7815
ATP2C2	3541	3475	2727	2506
ATP4A	0	0	0	0
ATP4B	0	0	0	0
ATP5A1	54258	51074	67932	68436
ATP5B	92177	87629	112364	111198
ATP5C1	16913	16284	16831	17375
ATP5D	5167	5297	5165	5203
ATP5E	8855	7982	11233	11118
ATP5EP2	1	2	14	10
ATP5F1	17504	16841	16920	16936
ATP5G1	6239	6206	6229	5793
ATP5G2	8559	8017	7929	7734
ATP5G3	19499	18830	21796	22250
ATP5H	7915	7357	9370	9505
ATP5I	3345	3320	3542	3514
ATP5J	6768	6263	7856	8090
ATP5J2	6539	6052	7363	7361
ATP5J2-PTCD1	8	15	13	17
ATP5L	15115	14491	17468	17835
ATP5L2	0	0	0	1
ATP5O	10170	9843	12197	12407
ATP5S	562	590	618	680
ATP5SL	1591	1523	1292	1287
ATP6AP1	7279	7153	14713	13382
ATP6AP1L	34	37	49	44
ATP6AP2	10972	10627	15973	15682
ATP6V0A1	1795	1807	1463	1436
ATP6V0A2	2289	2380	2117	1961
ATP6V0A4	312	309	666	693
ATP6V0B	5641	5536	10731	10213
ATP6V0C	5350	5726	8102	7763
ATP6V0CP3	0	0	0	0
ATP6V0D1	4917	4632	5860	5656
ATP6V0D2	3	1	7	6
ATP6V0E1	6575	6534	12144	11661
ATP6V0E2	3367	3322	4277	3853
ATP6V0E2-AS1	210	196	158	137
ATP6V1A	8398	7980	8327	8221
ATP6V1B1	1553	1475	4124	3980
ATP6V1B2	2198	2097	2382	2307
ATP6V1C1	6175	6036	6785	6720
ATP6V1C2	26	33	100	87
ATP6V1D	4197	4129	6033	5896
ATP6V1E1	6933	6589	9374	9479
ATP6V1E2	152	138	132	149
ATP6V1F	3039	2843	3597	3460
ATP6V1G1	8609	8076	11483	11832
ATP6V1G2	29	28	30	34
ATP6V1G2-DDX39B	0	0	0	0
ATP6V1G3	0	0	1	0
ATP6V1H	2327	2193	2504	2557
ATP7A	1384	1316	1386	1379
ATP7B	1034	1017	1389	1282
ATP8A1	229	194	289	242
ATP8A2	15	31	143	155
ATP8B1	6814	6474	7704	7505
ATP8B2	5	8	0	2
ATP8B3	162	145	134	112
ATP8B4	221	253	195	189
ATP8B5P	1	2	8	2
ATP9A	7952	7332	8044	7723
ATP9B	885	842	888	876
ATPAF1	4118	3877	4200	4005
ATPAF2	701	649	715	674
ATPIF1	2555	2564	1855	1766
ATR	4601	4274	3823	3573
ATRAID	8298	8191	13204	13028
ATRIP	1004	1022	614	527
ATRN	4606	4441	5992	5826
ATRNL1	0	0	0	1
ATRX	5799	5672	5563	5310
ATXN1	1151	991	1381	1489
ATXN10	14457	14282	13613	14140
ATXN1L	3922	3896	3606	3558
ATXN2	1695	1728	2088	2045
ATXN2L	6178	6581	5021	4419
ATXN3	1019	964	812	798
ATXN3L	0	0	0	0
ATXN7	1408	1441	1608	1512
ATXN7L1	243	205	209	211
ATXN7L2	217	242	211	197
ATXN7L3	4026	3859	4250	3880
ATXN7L3B	4617	4583	4159	3847
ATXN8OS	0	0	0	0
AUH	536	474	903	841
AUNIP	579	539	285	334
AUP1	10483	10386	13348	12388
AURKA	11109	10677	4019	4120
AURKAIP1	1906	2009	2095	2126
AURKAPS1	5	18	6	2
AURKB	2940	3051	737	704
AURKC	16	9	13	15
AUTS2	1162	1126	675	587
AVEN	734	690	510	515
AVIL	65	79	141	138
AVL9	1674	1654	1412	1422
AVP	0	0	0	0
AVPI1	5858	5811	7741	7336
AVPR1A	1	1	1	0
AVPR1B	0	0	0	0
AVPR2	0	0	0	0
AWAT1	0	0	0	0
AWAT2	0	0	1	1
AXDND1	1	5	10	9
AXIN1	2187	2141	1712	1654
AXIN2	3	2	15	7
AXL	11166	10919	2166	2080
AZGP1	6	5	42	40
AZGP1P1	0	0	0	0
AZI2	3097	2912	2235	2304
AZIN1	17456	16554	15926	16043
AZU1	0	2	1	0
B2M	57185	55649	163985	163797
B3GALNT1	958	976	1033	1205
B3GALNT2	2953	2844	2653	2565
B3GALT1	0	0	0	0
B3GALT2	7	3	5	4
B3GALT4	734	752	2080	1905
B3GALT5	15	15	42	53
B3GALT6	540	542	620	568
B3GALTL	1041	1067	1009	906
B3GAT1	0	0	0	0
B3GAT2	0	0	0	0
B3GAT3	2104	2084	3690	3477
B3GNT1	1066	1003	1124	974
B3GNT2	2089	2020	2649	2673
B3GNT3	1826	1742	5183	4782
B3GNT4	40	30	63	83
B3GNT5	5178	4799	2741	2800
B3GNT6	0	0	1	0
B3GNT7	1769	1772	5065	4544
B3GNT8	5	3	3	5
B3GNT9	685	700	1822	1657
B3GNTL1	137	146	104	123
B4GALNT1	534	593	209	186
B4GALNT2	98	101	4	6
B4GALNT3	203	173	240	248
B4GALNT4	1182	1204	804	771
B4GALT1	64552	62524	138903	132278
B4GALT1-AS1	68	51	64	74
B4GALT2	3896	3965	3084	3041
B4GALT3	1330	1326	1338	1271
B4GALT4	2556	2576	8156	8005
B4GALT5	5265	5174	5828	5464
B4GALT6	783	738	510	524
B4GALT7	783	723	849	747
B9D1	501	515	367	351
B9D2	162	164	187	158
BAALC	9	3	0	3
BAALC-AS1	14	11	10	5
BAALCOS	0	1	0	1
BAAT	9	2	12	4
BABAM1	2969	2800	2772	2824
BACE1	3629	3638	3220	3204
BACE1-AS	77	92	107	96
BACE2	14706	14547	32206	30888
BACH1	1343	1261	1033	1016
BACH1-IT2	0	0	2	0
BACH2	17	11	17	9
BAD	3338	3338	3132	3287
BAG1	23615	22396	34741	33879
BAG2	2266	2221	1255	1280
BAG3	4133	3805	2946	2781
BAG4	753	720	669	658
BAG5	4326	4114	3660	3540
BAG6	16031	15589	19011	17913
BAGE	0	0	0	0
BAGE2	0	0	0	0
BAGE3	0	0	0	0
BAGE4	0	0	0	0
BAGE5	0	0	0	0
BAHCC1	56	72	67	56
BAHD1	1936	1942	1459	1425
BAI1	15	24	29	26
BAI2	839	770	521	505
BAI3	0	0	0	0
BAIAP2	3441	3454	3815	3652
BAIAP2-AS1	615	666	819	807
BAIAP2L1	3331	3349	4496	4199
BAIAP2L2	11	12	11	6
BAIAP3	226	200	474	388
BAK1	8207	7658	7974	7888
BAMBI	358	304	1053	986
BANCR	0	0	0	0
BANF1	12224	11382	8942	8782
BANF2	0	0	0	0
BANK1	307	283	552	567
BANP	958	885	1211	1241
BAP1	4970	4862	4173	3970
BARD1	1520	1595	734	796
BARHL1	0	0	0	0
BARHL2	0	0	0	0
BARX1	0	0	0	0
BARX2	308	355	59	75
BASP1	9231	9213	12194	11864
BASP1P1	0	0	0	0
BATF	39	35	75	97
BATF2	28	24	42	49
BATF3	3	2	3	1
BAX	3133	3050	1676	1622
BAZ1A	4429	4146	3187	3110
BAZ1B	7753	7426	5888	5520
BAZ2A	7264	6671	6560	6212
BAZ2B	2993	2791	3378	3066
BBC3	494	480	293	274
BBIP1	600	633	549	513
BBOX1	9	9	6	2
BBS1	1513	1494	1910	1817
BBS10	934	889	699	571
BBS12	282	288	384	339
BBS2	2916	2821	2829	2684
BBS4	1262	1210	1132	1129
BBS5	480	475	578	553
BBS7	1156	1111	802	744
BBS9	438	390	366	359
BBX	6028	5450	5176	5043
BCAM	12113	12318	8497	7801
BCAN	0	0	0	0
BCAP29	3168	3147	3186	2975
BCAP31	15252	14797	24677	23780
BCAR1	4532	4649	5261	5022
BCAR3	3738	3554	4560	4342
BCAR4	0	0	1	1
BCAS1	580	578	3049	2819
BCAS2	2734	2586	2207	2156
BCAS3	1354	1297	1082	1015
BCAS4	1075	1007	1430	1471
BCAT1	653	684	126	135
BCAT2	1343	1256	1025	1052
BCCIP	4130	4100	3048	3084
BCDIN3D	408	373	354	333
BCDIN3D-AS1	23	17	22	21
BCHE	5	0	0	0
BCKDHA	1219	1225	1017	1011
BCKDHB	3685	3620	4379	4353
BCKDK	1792	1786	1744	1683
BCL10	1142	1051	1008	942
BCL11A	8	7	1	0
BCL11B	14	9	0	4
BCL2	82	66	41	47
BCL2A1	14	8	154	150
BCL2L1	10548	10087	10683	10575
BCL2L10	0	0	1	2
BCL2L11	1916	1846	2792	2545
BCL2L12	954	953	564	538
BCL2L13	4547	4304	3963	3895
BCL2L14	57	32	146	123
BCL2L15	6	15	18	11
BCL2L2	2560	2503	2505	2412
BCL2L2-PABPN1	10	2	3	4
BCL3	1262	1340	2189	2024
BCL6	1003	904	2848	2396
BCL6B	1	0	0	0
BCL7A	3118	3003	1985	1864
BCL7B	1697	1615	1640	1621
BCL7C	1542	1542	1426	1409
BCL9	968	915	824	786
BCL9L	25201	25090	34978	31894
BCLAF1	15322	14642	11925	11351
BCMO1	253	222	303	324
BCO2	150	146	165	134
BCOR	2501	2261	2182	2089
BCORL1	449	364	385	378
BCORP1	0	1	0	1
BCR	5244	5046	6291	6269
BCRP2	4	5	7	3
BCRP3	3	3	6	4
BCS1L	1311	1357	993	902
BCYRN1	128	187	136	109
BDH1	2209	2191	2787	2732
BDH2	1455	1352	2089	1919
BDKRB1	988	850	337	294
BDKRB2	5868	5724	8465	7950
BDNF	246	241	673	621
BDNF-AS	51	43	67	61
BDP1	3448	3354	2352	2295
BEAN1	16	26	58	67
BECN1	5331	5117	5615	5683
BECN1P1	0	0	0	0
BEGAIN	42	51	73	69
BEND2	0	1	0	0
BEND3	727	736	536	440
BEND3P3	1	0	0	0
BEND4	0	0	0	0
BEND5	0	0	0	0
BEND6	80	54	62	61
BEND7	457	464	600	544
BEST1	1	1	2	1
BEST2	2	0	1	0
BEST3	28	21	6	2
BEST4	12	26	24	13
BET1	779	764	925	978
BET1L	3387	3244	4511	4471
BEX1	0	1	0	0
BEX2	90	89	71	54
BEX4	148	179	174	146
BEX5	12	15	32	28
BFAR	3385	3387	3239	3213
BFSP1	63	87	90	86
BFSP2	1	1	0	1
BGLAP	3	6	2	2
BGN	4	7	4	2
BHLHA15	0	0	0	0
BHLHA9	0	0	0	0
BHLHB9	380	383	229	213
BHLHE22	0	0	0	0
BHLHE23	0	0	0	0
BHLHE40	15413	14650	11242	10417
BHLHE40-AS1	0	0	0	0
BHLHE41	146	154	172	136
BHMT	0	0	0	0
BHMT2	0	1	0	1
BICC1	552	520	414	409
BICD1	589	590	373	407
BICD2	5459	5314	3688	3686
BID	2045	1864	2338	2346
BIK	128	121	99	93
BIN1	1231	1223	1532	1460
BIN2	2	1	2	1
BIN3	504	509	495	493
BIN3-IT1	3	4	1	2
BIRC2	7816	7544	10649	10426
BIRC3	1535	1466	6307	6343
BIRC5	7052	7005	1660	1620
BIRC6	7475	7092	6654	6376
BIRC7	6	1	18	16
BIRC8	0	0	0	0
BIVM	2541	2399	1729	1760
BIVM-ERCC5	0	1	0	0
BLACAT1	387	385	412	387
BLACE	0	0	0	2
BLCAP	9598	9474	8989	8779
BLID	2	1	1	0
BLK	0	1	0	0
BLM	2023	2014	860	894
BLMH	1333	1290	1181	1211
BLNK	1341	1300	2358	2279
BLOC1S1	776	745	817	749
BLOC1S1-RDH5	10	5	7	6
BLOC1S2	4258	4092	1963	1878
BLOC1S3	804	831	728	689
BLOC1S4	815	787	777	789
BLOC1S5	7	9	8	4
BLOC1S5-TXNDC5	0	0	0	0
BLOC1S6	3333	3379	2237	2258
BLVRA	3371	3053	3178	3066
BLVRB	3807	3574	2301	2292
BLZF1	1545	1385	1324	1219
BMF	863	812	1799	1587
BMI1	103	94	92	81
BMP1	3734	3871	7802	6989
BMP10	0	0	0	0
BMP15	4	1	0	0
BMP2	242	251	553	580
BMP2K	1250	1176	914	907
BMP3	12	6	64	61
BMP4	12	12	22	20
BMP5	0	1	0	0
BMP6	82	80	120	100
BMP7	279	277	52	44
BMP8A	4	3	2	6
BMP8B	4	5	10	12
BMPER	78	59	98	84
BMPR1A	2979	2774	2664	2796
BMPR1B	6	3	21	11
BMPR2	6619	6124	8125	8024
BMS1	4914	4793	3892	3973
BMS1P17	0	0	0	0
BMS1P18	0	0	0	0
BMS1P20	878	784	741	682
BMS1P4	262	259	160	171
BMS1P5	150	126	130	101
BMS1P6	3	6	1	4
BMX	4	3	5	2
BNC1	4494	4263	2474	2402
BNC2	2	1	4	3
BNIP1	416	421	302	317
BNIP2	2997	2905	2597	2334
BNIP3	1580	1448	1250	1269
BNIP3L	1602	1428	1574	1515
BNIPL	29	39	27	33
BOC	14	12	4	7
BOD1	1632	1527	1281	1186
